,0
0,0.0
1,2.0036257629761423
2,2.543873926803488
3,2.172586588062341
4,2.7775182224283785
5,2.1705869676989056
6,1.9377556656825303
7,1.4967927644991386
8,1.6068750683111426
9,1.9820934435511435
10,2.315163886401009
11,1.7423786766316942
12,1.7791379731868409
13,1.716225176235854
14,2.1801387549894566
15,2.100978557127766
16,1.8895356934225924
17,2.960159807363188
18,3.0192110439724464
19,2.036927991048297
20,2.47410983273763
21,2.1223467856047264
22,2.5357710991260225
23,2.8841693430848663
24,2.878938971771812
25,4.4371573626619565
26,4.402783289817282
27,6.1585309852175465
28,5.249631897696701
29,5.011531065824353
30,6.359124550158331
31,6.720005076203389
32,5.154444732728397
33,4.702820255589468
34,4.116124943439988
35,5.538235275900033
36,5.258908673948748
37,6.525387453071167
38,6.571673474739361
39,6.690160867843316
40,6.6539432034393755
41,6.667183662055679
42,6.296827233706722
43,6.492467981265073
44,6.400466728928523
45,6.59151084445688
46,6.413847277337727
47,6.335133080321455
48,6.535239349842853
49,6.235557305505808
50,6.682264579140596
51,6.962711435486691
52,6.856858972264807
53,6.975830156589451
54,6.928357679293
55,6.8933933500986
56,7.0813154176772555
57,7.170342451095984
58,7.146432132525058
59,7.120692407189277
60,7.095151721629639
61,6.991109284179638
62,6.772005064769112
63,7.0287053063739835
64,6.700973926217316
65,6.611595208024289
66,6.7288453363407665
67,6.9327182907387215
68,6.866372889967787
69,6.754721435424943
70,6.700631579903367
71,6.632259036414754
72,6.765839605544134
73,6.739823032463164
74,6.872119804458721
75,6.792314414226187
76,6.9743075656311255
77,6.615462788529883
78,6.674423995233477
79,6.669248964726488
80,6.668955946494404
81,6.771605624609401
82,6.736827782238452
83,6.499882424773497
84,6.657491802202739
85,6.540596870934552
86,6.399606240679063
87,6.631251976475631
88,6.850066720940554
89,6.600849083092951
90,6.743804676727587
91,6.719818598559311
92,6.980799276581815
93,6.761516717626283
94,6.880236621039237
95,7.045206535976932
96,7.138862809906602
97,6.800515023104806
98,6.638091052466419
99,6.728670190920542
100,6.702619427603187
101,7.241465007251627
102,7.253971735033478
103,6.9387794199013975
104,6.5870426291782325
105,6.57374719923049
106,6.695585646357625
107,6.902264479632986
108,7.037380759992554
109,6.944878901333739
110,6.94248036304121
111,6.923504556942705
112,6.6683131953712556
113,6.826288386448042
114,6.441166482781386
115,6.010019494543807
116,6.647650935801787
117,6.573739817125165
118,6.879564692043548
119,6.485627105104562
120,6.6519921508277395
121,6.776138667936414
122,6.5789945490012585
123,6.34866384619824
124,6.432635002299075
125,6.569464615865065
126,6.23942936793281
127,6.501633013291027
128,6.802853559709456
129,6.52363066851452
130,6.537139977932307
131,6.43938633598623
132,6.4851887325395925
133,6.407621907106728
134,6.310485056151392
