#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
1435000,-232018.14545889734,65260.40506648569,-166757.74039241165,296.6597100456757,303.315389067239,214
1440000,-232135.35167187685,65142.96107135923,-166992.39060051762,296.1258350029859,302.1230129468299,214
1445000,-232910.90888059651,65841.95850209519,-167068.95037850132,299.30332639173145,300.42601970372635,214
1450000,-232587.53585337102,65334.88530468906,-167252.65054868197,296.9982811263644,301.0358381609922,214
1455000,-232913.45132618607,65855.85921131924,-167057.59211486683,299.3665160143462,301.58661724904334,214
1460000,-232884.36597850802,65507.52340763807,-167376.84257086995,297.78305666539933,301.5249509278613,214
1465000,-231607.30945610628,65314.28917768586,-166293.02027842042,296.9046555802372,301.8310409825275,214
1470000,-232513.77014229237,65974.1806451987,-166539.58949709366,299.9043797041457,302.32191207076414,214
1475000,-232758.61361545022,66013.62220552769,-166744.99140992254,300.083672520962,302.9444873706906,214
1480000,-232765.91247782344,65625.3355276566,-167140.57695016684,298.31860512436094,301.1838759097458,214
1485000,-232733.72107117763,65952.5091472941,-166781.21192388353,299.8058657541007,301.10103052076454,214
1490000,-232593.7875063757,65664.22470518574,-166929.56280118995,298.4953869282427,300.49930533815234,214
1495000,-232092.0332109558,65470.23217115342,-166621.80103980238,297.61353875646955,302.58176262163886,214
1500000,-231862.37226905255,65780.61995736742,-166081.75231168512,299.02449461195584,302.71822112645583,214
1505000,-232248.33486237563,64997.987905044516,-167250.34695733112,295.46681829232483,303.21169772769514,214
1510000,-231699.57445526705,65945.91195638181,-165753.66249888524,299.7758763487153,301.9778674104135,214
1515000,-232286.27171404753,66002.42139601045,-166283.8503180371,300.03275605943725,301.6877424681648,214
1520000,-233292.04907034198,65508.37965901266,-167783.66941132932,297.7869489992617,299.7242925155293,214
1525000,-232697.8492702085,65321.488337431336,-167376.36093277717,296.93738140595786,299.60677552366866,214
1530000,-232764.10791811394,65334.41328875115,-167429.69462936278,296.99613544383095,299.56881031350406,214
1535000,-232743.72490528785,65295.66108851621,-167448.06381677164,296.8199763091517,301.1004620385352,214
1540000,-231736.1055739543,65790.42044110468,-165945.6851328496,299.0690454948509,303.05830534235344,214
1545000,-231777.5959492682,65377.565308992285,-166400.03064027592,297.192295210225,300.98988718474175,214
1550000,-233035.50326116313,65314.24142206309,-167721.26183910004,296.90443849348776,300.9850999144811,214
1555000,-232922.34458879684,65898.23446571012,-167024.11012308672,299.5591447709085,301.95622450929477,214
1560000,-232293.82160880044,65122.46803603455,-167171.3535727659,296.03267808936914,302.8757622733299,214
1565000,-232215.18888736842,64816.6382022677,-167398.55068510072,294.6424417015294,302.97071475816455,214
1570000,-232024.7801348446,66060.29302813264,-165964.48710671195,300.2958280031027,301.8912927353242,214
1575000,-231696.23876740295,65617.29487849353,-166078.94388890942,298.28205406944693,304.09324826290623,214
1580000,-231260.93337608106,65667.76318245383,-165593.17019362724,298.51147208185586,303.7428546428172,214
1585000,-232631.82144111255,65636.16822232679,-166995.65321878577,298.3678482152764,302.12752580668905,214
1590000,-232349.64136237162,65681.9141827852,-166667.72717958642,298.57579947380026,301.81883828105777,214
1595000,-232273.13418090134,65464.411230186,-166808.72295071534,297.5870780157214,299.9323083121571,214
1600000,-232629.89011264755,65321.09542668291,-167308.79468596465,296.935595318535,301.78178458337345,214
1605000,-231943.2176950092,66018.54480977077,-165924.67288523843,300.10604961693525,302.59157276183095,214
1610000,-233162.39452761482,65710.8303342968,-167451.56419331802,298.7072460548371,300.22531435624467,214
1615000,-232669.15961659886,66480.90069186757,-166188.2589247313,302.2078196225154,300.6844434860506,214
1620000,-232335.56955111027,65708.4864326592,-166627.08311845106,298.6965911841008,300.64231898750336,214
1625000,-232272.47883554967,65565.9023372801,-166706.57649826957,298.0484346740516,302.4402387513487,214
1630000,-232028.5537772118,65152.20711425628,-166876.34666295553,296.1678655175393,300.82954032604056,214
1635000,-232670.8344292168,65623.59144182765,-167047.24298738915,298.3106768867752,300.08682855469294,214
1640000,-231781.90171235427,65538.62482574326,-166243.276886611,297.92443699651585,302.2648877348703,214
1645000,-232279.39988410706,66268.83050737984,-166010.56937672722,301.2437943551979,302.3025201879049,214
1650000,-232070.220925709,66024.91651744081,-166045.3044082682,300.135014024189,301.28650368778483,214
1655000,-232367.19530771254,65644.22165934974,-166722.9736483628,298.40445740104025,300.79009826976875,214
1660000,-232226.0545975687,65466.749374964595,-166759.3052226041,297.5977067170198,300.38606559677413,214
1665000,-232041.14401207026,65981.18668718683,-166059.95732488343,299.93622765824045,304.505117948557,214
1670000,-231647.9851088985,65462.37777279536,-166185.60733610313,297.57783435749883,303.71619097850294,214
1675000,-233580.92993663717,66259.16521679497,-167321.7647198422,301.1998580311819,301.23692703750294,214
1680000,-232454.9094362657,65508.819915733475,-166946.08952053223,297.7889503112519,302.30109257119926,214
1685000,-233001.10295520048,65570.39343583572,-167430.70951936475,298.0688502383427,301.22980106860405,214
1690000,-232157.7871092679,65026.88406592107,-167130.90304334683,295.5981740002512,301.68545093280267,214
1695000,-232451.80559526663,65429.98156883451,-167021.82402643212,297.43056820945986,302.65329379596545,214
1700000,-233229.01469999691,65821.62383509194,-167407.39086490497,299.21088938630817,300.2444533018115,214
1705000,-232820.4385409376,65679.3837998131,-167141.0547411245,298.56429689918343,300.60625709904434,214
1710000,-232353.7532601345,65833.43592120765,-166520.31733892683,299.26458457925935,301.5417116984755,214
1715000,-232841.59502937668,66549.39689752861,-166292.19813184807,302.51918858337194,299.6624591713994,214
1720000,-232731.59685293422,65303.132819791674,-167428.46403314255,296.85394118619257,301.60215829484684,214
1725000,-232886.961652552,66237.25496082997,-166649.70669172204,301.10025873854835,301.88286904855323,214
1730000,-231769.7101806095,66241.85052008706,-165527.85966052243,301.12114915863253,302.630138277363,214
1735000,-232203.21840022365,65097.113672489766,-167106.10472773388,295.91742262734857,300.56490432736865,214
1740000,-232504.05481676525,64736.23082902026,-167767.82398774498,294.27692714475,301.19984844030506,214
1745000,-232416.6801354068,65458.57619122788,-166958.1039441789,297.5605531885515,300.94038214406464,214
1750000,-231685.6057502441,65902.63391285541,-165782.9718373887,299.5791437076781,302.4212545466301,214
1755000,-232807.66387260635,65321.96478449355,-167485.6990881128,296.93954723142565,301.6479816055092,214
1760000,-232271.6241237414,65642.39379666327,-166629.23032707814,298.3961483319497,302.4559035896134,214
1765000,-232048.27570717945,65803.82270496245,-166244.453002217,299.1299692924577,302.5080382313114,214
1770000,-231857.25114284945,66125.75871721329,-165731.49242563616,300.5934208899507,302.02609222645526,214
1775000,-232354.21918113343,65954.72865208832,-166399.4905290451,299.8159551436475,301.49102381559504,214
1780000,-231883.1980129194,65530.71668010112,-166352.48133281828,297.88848827399704,304.3075057489805,214
1785000,-231567.37370294123,65578.21924398102,-165989.15445896023,298.10442467237954,303.61988535736316,214
1790000,-231790.47609981522,66418.26456175791,-165372.2115380573,301.9230892997755,303.34087276733703,214
1795000,-232037.35407242947,65139.175376637955,-166898.17869579152,296.10862605221115,302.309367154139,214
1800000,-232446.49399210792,66029.15765160951,-166417.3363404984,300.1542933043508,302.3071372402552,214
1805000,-232883.52640656265,65455.709566290374,-167427.81684027228,297.5475221305631,301.12989619783747,214
1810000,-232885.8732679705,65687.76373116567,-167198.10953680484,298.6023902576712,302.68060936881136,214
1815000,-232424.21904385858,65606.91098376829,-166817.3080600903,298.2348511261738,301.9935887326949,214
1820000,-233122.4192444426,65368.096466519346,-167754.32277792325,297.1492518969077,301.55420570735953,214
1825000,-231644.30442263884,64628.44537606483,-167015.859046574,293.78695774924404,304.02662192489623,214
1830000,-232382.47412333754,65841.95186178433,-166540.5222615532,299.3032962063121,301.9182747758405,214
1835000,-231541.80869254982,65543.81073868508,-165997.99795386475,297.9480110369784,303.74280689302213,214
1840000,-232669.2295097774,65039.11177190964,-167630.11773786775,295.6537585114015,301.6196157290028,214
1845000,-233481.2755482681,65115.687256755424,-168365.5882915127,296.00185413090946,299.727748351522,214
1850000,-232511.3107051712,65423.818754717126,-167087.49195045407,297.402553387191,300.7360423631757,214
1855000,-233178.799194359,65007.15824264672,-168171.64095171227,295.50850466695454,300.20251685763054,214
1860000,-232560.6086150438,66055.41472437489,-166505.19389066892,300.27365228757026,301.74924409739333,214
1865000,-232267.60100498423,66016.25462685847,-166251.34637812577,300.0956389399248,300.45301564790617,214
1870000,-233805.0498721539,64624.51484206482,-169180.5350300891,293.7690903903826,299.3206967414801,214
1875000,-232489.52661120356,65590.78175085201,-166898.74486035155,298.1615311160493,301.4267549420531,214
1880000,-231826.188202593,65232.542495741625,-166593.64570685138,296.5330528153131,303.3089580396942,214
1885000,-232275.05308114178,65490.62131811514,-166784.43176302663,297.7062234160205,302.2235987995838,214
1890000,-233340.81985562015,65008.69963132744,-168332.1202242927,295.515511487072,301.8294915694082,214
1895000,-233294.29903409025,66170.78946504835,-167123.5095690419,300.79812094632155,299.9448357323157,214
1900000,-232350.6771549445,65690.05316262541,-166660.6239923191,298.6127975187404,301.83212878479213,214
1905000,-231869.66070364253,64904.598487314535,-166965.062216328,295.04229016448244,302.00229044280013,214
1910000,-232105.23370444123,65367.234808257665,-166737.99889618356,297.1453349845041,301.09915739919796,214
1915000,-232534.5210835673,65039.87371212072,-167494.64737144657,295.6572221270788,301.2790578045066,214
1920000,-232208.42399344454,64747.34939713939,-167461.07459630514,294.327469754637,301.62787573657687,214
1925000,-232722.24778127694,66165.10788629507,-166557.13989498187,300.7722937161069,301.7843659594839,214
1930000,-233091.2935195407,65550.44484889938,-167540.8486706413,297.97816826953897,299.63331242769317,214
1935000,-233503.59598957025,65944.52979738917,-167559.06619218108,299.76959335237814,299.7908726394115,214
1940000,-231819.37731358502,65488.71790398493,-166330.65940960008,297.69757090638024,300.1541643504808,214
1945000,-232617.44482869678,65629.47310274874,-166987.97172594804,298.33741364732174,301.2347170154157,214
1950000,-232512.40829108306,65513.29531328121,-166999.11297780185,297.8092945021514,302.13322104981376,214
1955000,-232939.8476596335,65994.04521334614,-166945.80244628736,299.9946797416768,301.8067272869175,214
1960000,-232996.8103820989,65856.49674878828,-167140.3136333106,299.36941412201986,300.5882521181215,214
1965000,-232535.36319809593,65619.02864118642,-166916.3345569095,298.2899353802852,300.9317826224958,214
1970000,-232923.31373605714,65709.74803790043,-167213.56569815672,298.7023261691146,300.0162563044623,214
1975000,-232595.6602478167,65282.1087743277,-167313.551473489,296.7583704151412,302.74999942877224,214
1980000,-233802.29327979125,65587.733404745,-168214.55987504625,298.1476739928625,300.7571100758745,214
1985000,-232837.99029650283,66166.04898752697,-166671.94130897586,300.77657175909934,301.8785999878167,214
1990000,-232008.20174780325,65509.88287915592,-166498.31886864733,297.7937823134494,302.4629915413139,214
1995000,-233230.12921225466,65457.89223375486,-167772.2369784998,297.55744406556306,301.1146510535118,214
2000000,-232466.81930408394,65945.5395881309,-166521.27971595305,299.77418364305043,300.0890560915833,214
2005000,-233073.32606969634,65500.033116816194,-167573.29295288015,297.749007420668,301.04840411263643,214
2010000,-232191.5366663353,65404.94438851037,-166786.59227782494,297.31675459387236,302.0580917342143,214
2015000,-231363.7469364393,65879.14022016712,-165484.6067162722,299.47234645360476,303.35654850441614,214
2020000,-232050.0477633255,65455.41375641711,-166594.6340069084,297.54617744275214,303.25487091481506,214
2025000,-232677.49536217027,65336.319001355674,-167341.1763608146,297.00479840183914,301.76610941413315,214
2030000,-233333.69361258065,65538.71543924278,-167794.97817333788,297.92484890591885,300.3655530196967,214
2035000,-232264.81696195249,64938.57542839076,-167326.24153356173,295.1967420021265,302.12819446883776,214
2040000,-231896.68562373915,65682.80677499872,-166213.87884874042,298.5798570052695,301.71916617942065,214
2045000,-232202.98876378965,65210.74402638152,-166992.24473740812,296.4339616804478,301.2467476599848,214
2050000,-231704.84033558588,65102.766087537486,-166602.0742480484,295.94311728565486,303.4365753298375,214
2055000,-232121.1872049952,65606.05384485103,-166515.13336014416,298.2309547577341,303.2903027293972,214
2060000,-232097.69126033084,64960.82018470159,-167136.87107562926,295.29786186110505,304.1760711135595,214
2065000,-231408.8238593468,65756.24979752512,-165652.57406182168,298.913713127452,303.64624724312444,214
2070000,-232802.93123248033,66373.75799941225,-166429.17323306808,301.7207720774545,301.58960618829326,214
2075000,-233074.61740249977,65449.00550831051,-167625.61189418926,297.5170469305638,300.6537234133555,214
2080000,-233284.5923276362,65893.33056249066,-167391.26176514552,299.53685268575066,301.7144461981952,214
2085000,-232821.2077353429,65821.44712306058,-166999.76061228232,299.2100860915702,301.36270742992986,214
2090000,-232059.34610284003,65597.64826697903,-166461.697835861,298.1927448157067,301.9187250598525,214
2095000,-232137.5364671531,65701.35751876845,-166436.17894838465,298.66418468086783,300.2412442579337,214
2100000,-231553.32207704708,65898.09298822121,-165655.22908882587,299.5585016447925,302.38890135670584,214
2105000,-232449.68430988397,65741.72844418162,-166707.95586570236,298.8477021906832,301.88694428027264,214
2110000,-232289.10576319252,66061.8221968743,-166227.28356631822,300.3027792740158,302.04778186785273,214
2115000,-231939.83565183217,66153.69849950766,-165786.1371523245,300.7204291073491,303.2867755716737,214
2120000,-231447.95857233508,65490.76741129719,-165957.1911610379,297.7068875240808,302.2003736893462,214
2125000,-232468.8639495219,66259.53753880563,-166209.32641071628,301.20155052664853,301.841546107207,214
2130000,-232438.61366401752,65850.48826408386,-166588.12539993366,299.3421008479387,301.2467624675139,214
2135000,-232593.44921358814,65015.76889677439,-167577.68031681376,295.54764684135904,301.9406243598973,214
2140000,-231632.1279151584,65544.1687951893,-166087.9591199691,297.94963868453306,302.4553363670441,214
2145000,-231633.60208735336,66094.83692510269,-165538.76516225067,300.4528570998198,303.47245475781625,214
2150000,-231712.74035868444,65675.75328680268,-166036.98707188177,298.5477933709584,302.1209698193943,214
2155000,-231206.76680998993,65406.69929373765,-165800.06751625228,297.32473201410676,303.2971318300669,214
2160000,-232129.73727445956,65391.356332599025,-166738.38094186055,297.25498622570734,302.8884148872081,214
2165000,-231383.54887183174,65636.46437185694,-165747.0844999748,298.3691944470943,303.1795235542351,214
2170000,-232721.1430280062,65697.51382138953,-167023.62920661666,298.6467120625355,303.221747003589,214
2175000,-232868.9369584259,65718.65642605489,-167150.28053237102,298.74282177811654,302.633616529139,214
2180000,-232124.9982057612,65455.59840389015,-166669.39980187104,297.5470168102945,301.33813248329017,214
2185000,-231928.32017897652,65031.075434776256,-166897.24474420026,295.6172270580434,302.4639743349203,214
2190000,-232688.1493583154,66229.77420965885,-166458.37514865655,301.06625285900947,301.1672791813199,214
2195000,-233191.56587213557,65465.939384878555,-167725.62648725702,297.5940246769861,302.42721935308396,214
2200000,-232258.57832466252,66144.65638779663,-166113.9219368659,300.6793256199333,302.8560031622331,214
2205000,-231760.1771942575,64924.290711028036,-166835.88648322946,295.1318067614305,303.1978157185874,214
2210000,-232281.73039605631,65284.67350916425,-166997.05688689207,296.77002914591645,302.1037984621104,214
2215000,-232295.31416103407,64925.393593130866,-167369.9205679032,295.1368202253296,303.49699583029,214
2220000,-232195.68400814664,65879.10315668932,-166316.58085145731,299.4721779710377,303.4789432555424,214
2225000,-231736.03707165294,65280.06269735651,-166455.97437429643,296.7490693910304,301.87162893406867,214
2230000,-232898.59338204795,65198.89135279856,-167699.7020292494,296.38008198563426,301.2683258158217,214
2235000,-233238.882305393,65774.63883854682,-167464.24346684618,298.9973057372735,299.6569850445945,214
2240000,-231388.207826311,65420.39603945962,-165967.81178685138,297.38699446268197,302.8553279013551,214
2245000,-232237.93486587354,65180.91228376562,-167057.02258210792,296.2983530199503,303.62950980329816,214
2250000,-231641.98812100664,65061.29744589445,-166580.6906751122,295.75460979488344,302.0280348685033,214
2255000,-232578.41806144267,65342.58006002447,-167235.83800141822,297.0332598226252,301.5172070335006,214
2260000,-231887.4299469795,66385.82084882655,-165501.60909815296,301.7756071862149,302.1486498963132,214
2265000,-232634.91753495578,66007.64935958246,-166627.26817537332,300.05652125298485,301.2202179455297,214
2270000,-232275.98485611612,65439.80526748393,-166836.1795886322,297.4752246223329,302.17778044956566,214
2275000,-231707.37962822733,65187.88141423871,-166519.4982139886,296.33003318226787,301.5972825938051,214
2280000,-232197.303545397,66111.80410095048,-166085.49944444653,300.52998621757774,301.7574446872647,214
2285000,-232547.08648181893,65699.79424851097,-166847.29223330796,298.6570783918272,302.0133616921182,214
2290000,-232258.57918529655,65237.50956361473,-167021.06962168182,296.5556320333476,301.9398830901277,214
2295000,-232309.55858218344,64956.178360341,-167353.38022184244,295.2767611298501,301.16220266294437,214
2300000,-232241.05763473804,65099.701970775204,-167141.35566396284,295.92918847247455,301.68239582833604,214
2305000,-232425.5654117358,65819.79306036828,-166605.77235136752,299.2025670797253,301.71845334734985,214
2310000,-232469.62673930102,65882.58528785885,-166587.04145144217,299.4880069874534,301.7837764379369,214
2315000,-232595.19621623354,65726.96793747623,-166868.2282787573,298.78060411437053,301.17887084788157,214
2320000,-231282.968409576,65111.230049365084,-166171.7383602109,295.9815926285378,303.2668060881793,214
2325000,-232555.54904941563,65771.37993741757,-166784.16911199805,298.9824914764199,301.3120213411209,214
2330000,-232672.0019923374,65694.84903907427,-166977.15295326314,298.6345985375249,301.5976747068303,214
2335000,-232192.18311495124,65469.43937835394,-166722.7437365973,297.60993489158733,301.3663642859514,214
2340000,-231771.0818634918,66232.61238827067,-165538.46947522112,301.0791546061437,303.24974237962454,214
2345000,-232575.92383807898,65266.99535021011,-167308.92848786886,296.6896680524765,301.4048799557281,214
2350000,-232863.5008433573,64914.03357881727,-167949.46726454003,295.0851800531769,300.65247560880437,214
2355000,-231515.8531358235,65807.56566475792,-165708.2874710656,299.1469839794873,302.8710325706518,214
2360000,-232704.04966171668,65077.99628071801,-167626.05338099867,295.8305190922868,300.1287729180094,214
2365000,-233583.93057188904,65948.28522023291,-167635.64535165613,299.7866646937341,299.0819543305709,214
2370000,-233359.4438545336,65553.40488692932,-167806.03896760428,297.99162396327534,300.25489823717834,214
2375000,-232813.02876423043,65518.414435477694,-167294.61432875274,297.8325649263075,301.35215803757933,214
2380000,-231195.47509653517,65399.38454284577,-165796.0905536894,297.2914807359936,304.0008241591153,214
2385000,-232996.12085048878,66166.29865850275,-166829.82219198602,300.77770670944494,299.75047835661724,214
2390000,-232399.0506382673,65800.06349998398,-166598.98713828332,299.11288075833374,301.5718454442323,214
2395000,-232571.2243172326,65477.42158652161,-167093.802730711,297.6462202863551,300.6933596113223,214
2400000,-232844.78175223782,65750.21267323662,-167094.5690790012,298.8862696640057,301.31458960997276,214
2405000,-231497.3699295316,65111.42043545266,-166385.94949407893,295.98245808258275,303.1312685553113,214
2410000,-232283.93838006747,65213.02445614559,-167070.91392392188,296.4443280217523,301.1800333210214,214
2415000,-231931.98638111493,65457.89803719529,-166474.08834391963,297.55747044675013,301.6557930189253,214
2420000,-232452.4372963952,65303.74808959325,-167148.68920680194,296.85673806985807,303.4784479768085,214
2425000,-232274.77783282846,65653.80989802699,-166620.96793480148,298.4480434637216,301.6496244337818,214
2430000,-232719.15284325927,65835.09512211382,-166884.05772114545,299.272126948315,301.6682253675162,214
2435000,-232196.92490253597,65289.95302026812,-166906.97188226786,296.7940286634135,301.6649423417069,214
2440000,-231432.57131068571,65671.91811758257,-165760.65319310315,298.5303595197946,303.3265457263251,214
2445000,-232227.92548787338,65065.923143580265,-167162.0023442931,295.775637217757,302.5230376829024,214
2450000,-231437.12454691692,64926.27519853678,-166510.84934838014,295.14082781314374,303.0179099591127,214
2455000,-231724.6292043086,66015.36688354553,-165709.26232076308,300.0916034505106,302.17489116768894,214
2460000,-231541.3019112046,66001.1348652225,-165540.1670459821,300.02690776827,301.98122955094505,214
2465000,-232016.08400458586,64971.56843711436,-167044.5155674715,295.34672109575155,302.1069913687314,214
2470000,-231854.3187294125,65631.25309328618,-166223.06563612632,298.3455050999596,302.3146496970325,214
2475000,-231803.12735423353,65838.20092050754,-165964.92643372598,299.28624523719174,303.8079025064824,214
2480000,-232231.29114233446,65799.49061223643,-166431.80053009803,299.11027653433456,301.35031968541523,214
2485000,-232712.2220091836,64923.84644175295,-167788.37556743066,295.129787209235,302.31042284719837,214
2490000,-232304.07299038582,65445.356210600294,-166858.71677978552,297.50045801114965,302.14595597696797,214
2495000,-232745.6368970694,65949.65257850476,-166795.98431856465,299.7928804091904,303.27906692685775,214
2500000,-231564.25655538356,65226.01046361384,-166338.24609176972,296.5033596076926,303.97717887766913,214
