,0
0,13.907791552404836
1,13.80569358642533
2,13.9046496210582
3,13.826024394902273
4,13.812866171210084
5,14.009045337160071
6,13.769507578193519
7,13.867826093890429
8,13.797996403264499
9,13.94392471901645
10,13.763004641100094
11,13.772224074336796
12,13.872426938513764
13,13.770957626989398
14,13.961583369535324
15,14.039446410933824
16,13.972323706921934
17,14.193951676991968
18,13.98220977495736
19,13.81047098990839
20,13.846987450982425
21,13.747032422884613
22,14.003095165745616
23,13.878220602039534
24,13.99173324399979
25,14.348558808957122
26,14.34353075747994
27,14.325210187840922
28,13.851266569799483
29,13.771401539094937
30,14.717392817070504
31,14.474592446946573
32,14.703988885880383
33,14.168106819972747
34,14.09013079345468
35,13.853343238059864
36,14.026669157850783
37,13.710624505107019
38,13.821734255669146
39,13.891213357274337
40,13.79338994294176
41,13.958329269422903
42,13.883923441208314
43,13.9630263541001
44,13.785584712216572
45,13.826298854451078
46,13.73090614991308
47,13.857177598366889
48,13.78462225231483
49,13.887933661744711
50,13.79250122530844
51,13.480278847211899
52,13.647365326659974
53,13.558545318179734
54,13.630245178192114
55,13.535431870401455
56,13.527110041469411
57,13.556880788258292
58,13.519896013941102
59,13.656705414855232
60,13.570705207855594
61,13.491500571934866
62,13.50121274937298
63,13.57931839698545
64,13.555354068246084
65,13.487903966882207
66,13.592178417173919
67,13.500145807004685
68,13.444711724067156
69,13.596959222728561
70,13.595177185846072
71,13.468988832491236
72,13.556754842056078
73,13.525889450705783
74,13.416850640974598
75,13.39240124674701
76,13.534641281829888
77,13.522582466491514
78,13.745246363065458
79,13.507376167452648
80,13.606534351491334
81,13.571380532404486
82,13.58715633869268
83,13.637135876931481
84,13.455198054645155
85,13.771065892404238
86,13.761869174210537
87,13.60020017002911
88,13.491584089417756
89,13.505077249310734
90,13.513072031658997
91,13.551893358779017
92,13.610093670404487
93,13.651130484321826
94,13.681291480073181
95,13.599447988704023
96,13.570865851911948
97,13.56631651405693
98,13.566214608022484
99,13.597852405345051
100,13.53929912845913
101,13.489661049294288
102,13.535265231795863
103,13.676053260670342
104,13.638340347604114
105,13.637559931250804
106,13.452096543414532
107,13.387794981179997
108,13.710784204118045
109,13.557787416394408
110,13.617861316813258
111,13.434874910230828
112,13.534117479147321
113,13.512037865793673
114,13.942331665570489
115,13.920691757142192
116,13.72453811037878
117,13.645791002543488
118,13.456077289904115
119,13.43187614115168
120,13.40641221367706
121,13.509278242696295
122,13.409037362087517
123,13.683099270216468
124,13.539791725941505
125,13.494540506294523
126,13.629963281502562
127,13.416543271004892
128,13.598849245584676
129,13.537423231222927
130,13.458102184861222
131,13.42693567797304
132,13.4269993322586
133,13.500701579978644
134,13.458915727486405
135,13.473781975349333
136,13.492791836968234
137,13.567434887243726
138,13.564480783349156
139,13.54113523668394
140,13.723755447661732
141,13.711252925001572
142,13.61708612293123
143,13.736941071399349
144,13.79341146618298
145,13.85382119109267
146,13.8212318120319
147,13.706770759965677
148,13.532323043694653
149,13.70401031862131
150,13.605472466502608
151,13.597702587815993
152,13.707479330678241
153,13.58236571817112
154,13.499767688255162
155,13.597038669430113
156,13.578227632214832
157,13.655714622712924
158,13.625417757877708
159,13.60907377102986
160,13.585426509661712
161,13.60717686382614
162,13.507552444675534
163,13.518504579059295
164,13.599052768624146
165,13.613740493718955
166,13.47077192754258
167,13.620263842414909
168,13.623902243155253
169,13.486408713654683
170,13.575559363052959
171,13.458596824930698
172,13.429749070477124
173,13.613106825128737
174,13.552537381898592
175,13.61742864481901
176,13.54028379486513
177,13.64466482786983
178,13.5264848588915
179,13.576301175645362
180,13.561909561681654
181,13.652625629683097
182,13.602336181511596
183,13.582023523881656
184,13.491391458809053
185,13.608232228472053
186,13.704959380095579
187,13.606432041736621
188,13.671749668565784
189,13.51276639868055
190,13.576228346983553
191,13.585554523558825
192,13.69760439721487
193,13.591238089425026
194,13.557248037321994
195,13.732440605631544
196,13.651549905922794
197,13.76604106163451
198,13.7973674539266
199,13.589293040825643
200,13.658243839443392
201,13.592864952886309
202,13.64577394507263
203,13.653561487625447
204,13.492185654615282
205,13.618191771986478
206,13.596354616191526
207,13.666078552740013
208,13.638613870232657
209,13.61814427598163
210,13.592025947320796
211,13.743079016651754
212,13.595338458219627
213,13.671686494576877
214,13.580110646828198
215,13.481386213427687
216,13.463835730029277
217,13.526977511180863
218,13.61878127430028
219,13.631297205257281
220,13.697314274134678
221,13.55006348359311
222,13.563743403294689
223,13.616689683093394
224,13.670684164129119
225,13.53646405149258
226,13.71123856315422
227,13.499675722171437
228,13.610027701473435
229,13.59690067467331
230,13.602967738205592
231,13.5318393224351
232,13.563097174051302
233,13.660720677335378
234,13.625612031995892
235,13.519461766076967
236,13.571214556574663
237,13.561858757632937
238,13.45888482726314
239,13.454684961347056
240,13.479376197726843
241,13.395502446172816
242,13.438635348086727
243,13.45354002016165
244,13.52199937587313
245,13.509460886513438
246,13.507381444757424
247,13.598241120920493
248,13.582737817033232
249,13.343965673937214
250,13.540367992163068
251,13.451420023531865
252,13.483282985505891
253,13.444505208207362
254,13.483822551277513
255,13.505574477315214
256,13.442285235326846
257,13.459796839446478
258,13.425591303759246
259,13.423669063108292
260,13.589278669752913
261,13.5963598180093
262,13.497230955482024
263,13.467603871067977
264,13.450295299739038
265,13.41451266786547
266,13.520492799869535
267,13.519432789856886
268,13.555728700778719
269,13.438908681106621
270,13.46782293954513
271,13.450187291298413
272,13.58884094212769
273,13.564884558997463
274,13.459995505708857
275,13.494703324363927
276,13.503015910147017
277,13.551297169153347
278,13.397712754214611
279,13.500057839896268
280,13.589363828849114
281,13.556240051711024
282,13.547729080246267
283,13.572490535052768
284,13.5487418808483
285,13.468335007616544
286,13.628900475815245
287,13.728210027622954
288,13.599140474612643
289,13.614685160995435
